ensembl_gene_id	external_gene_name	Fem7_Exe_shelf	Fem8_Exe_shelf	Fem9_Exe_shelf	Fem7_Exe_HVC	Fem8_Exe_HVC	Fem9_Exe_HVC	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSTGUG00000007952	TLNRD1	550	545	628	446	430	634	535.3079544961887	-0.15207177383963402	0.20188680112799962	-0.7532526791744942	0.4512980888592864	0.9998207068924773
ENSTGUG00000007953	MMACHC	9	125	37	30	73	58	53.30239549721735	-0.012647363076655937	0.7272664108310746	-0.017390275266808104	0.9861252671966796	0.9998207068924773
ENSTGUG00000007954		91	82	72	71	59	96	78.25001473926946	-0.07771066544208977	0.3383151605051471	-0.22969903366452146	0.8183256458561836	0.9998207068924773
ENSTGUG00000007955	MRVI1	43	26	39	17	36	38	32.852717475590154	-0.24163890282584669	0.5064750617700478	-0.4770993106380364	0.6332914055463135	0.9998207068924773
ENSTGUG00000007956	CWH43	1	0	6	1	5	5	2.9349835682482053	0.6451111623113176	1.682498452011402	0.38342452056350884	0.7014050252202755	0.9998207068924773
ENSTGUG00000007957	MESD	865	937	929	854	954	925	905.8875272965903	0.04488790227387218	0.1292629656410971	0.34726034677639167	0.7283957379966435	0.9998207068924773
ENSTGUG00000007958	KREMEN1	7	40	39	22	50	72	37.31796871555668	0.7856426417639444	0.6620985365787053	1.1865947413562257	0.23538751115680678	0.9998207068924773
ENSTGUG00000007959	SEC61A1	416	534	561	391	636	553	508.92034004908584	0.09925716073791116	0.1941861426796081	0.5111444069501792	0.609249942974118	0.9998207068924773
ENSTGUG00000007960		8601	13923	8578	7628	10488	8836	9547.62742385166	-0.15679930325085695	0.1898807287578831	-0.8257778673832231	0.40893011134544455	0.9998207068924773
ENSTGUG00000007961	ZNF276	132	148	178	168	143	166	155.4988070130358	0.111712045654884	0.25194418668225144	0.4433999733273215	0.6574764551938084	0.9998207068924773
ENSTGUG00000007962		662	626	652	605	466	694	616.2872602560411	-0.08968309558488001	0.2102155990066381	-0.42662436093549855	0.6696529511929706	0.9998207068924773
ENSTGUG00000007963	CEP290	3126	2150	2484	2579	1984	2667	2505.740167553584	-0.06237205940076591	0.22946628277719994	-0.27181361307589574	0.7857653374600497	0.9998207068924773
ENSTGUG00000007964	ZRSR2	357	448	426	356	373	439	396.7127362407543	-0.02931985433496391	0.1687583029105957	-0.17373873657936048	0.8620707930719946	0.9998207068924773
ENSTGUG00000007965	PRDX1	17498	18168	20380	15689	18895	20051	18316.016041441628	4.535439765955262e-4	0.12286484978435804	0.003691405453972785	0.9970546912696421	0.9998207068924773
ENSTGUG00000007966	CEMIP	614	936	434	860	865	516	702.8392664468618	0.24611078749472529	0.30742385519336357	0.8005585231501519	0.42338727059058995	0.9998207068924773
ENSTGUG00000007967	OCIAD2	70	345	103	75	351	101	168.096348232683	0.07415027267900018	0.6069619128193325	0.12216626960095872	0.9027673392801023	0.9998207068924773
ENSTGUG00000007968		160	286	103	122	247	135	172.424361276375	-0.07926997188846129	0.3931910032968572	-0.20160677946288832	0.8402241448153029	0.9998207068924773
ENSTGUG00000007969	SLC35B2	350	514	491	406	482	505	453.4755575268856	0.08791105258446791	0.17913034372207384	0.49076583429586096	0.6235920772605117	0.9998207068924773
ENSTGUG00000007970	FANCA	33	79	138	42	89	86	76.1247447875075	-0.16863875551368276	0.5065677430282206	-0.3329046466827399	0.7392062617759778	0.9998207068924773
ENSTGUG00000007971	PRPSAP1	706	908	799	672	948	898	813.2308637331003	0.10047576799289665	0.1506898658297151	0.6667718989572784	0.5049178449615528	0.9998207068924773
ENSTGUG00000007972	SLC29A1	825	1027	882	856	970	1006	920.9694162503813	0.09644795185631974	0.13114594992709563	0.7354245549323895	0.4620809719395817	0.9998207068924773
ENSTGUG00000007973	OCIAD1	4061	4484	4417	3543	4367	4241	4153.740376376904	-0.053374006284887116	0.1058096854546816	-0.5044340322488461	0.6139564079992949	0.9998207068924773
ENSTGUG00000007974		0	3	2	1	0	1	1.1318938562371845	-1.2005404327877927	2.4806224786412834	-0.4839674086342099	0.6284089992475538	0.9998207068924773
ENSTGUG00000007975		104	90	50	70	104	51	77.96394562199383	-0.08309581563872705	0.42487667210403623	-0.19557631918746535	0.844941796865595	0.9998207068924773
ENSTGUG00000007976		47	57	55	65	96	79	66.01733496050699	0.632522067762426	0.32006316984923283	1.9762413402965995	0.04812744979454305	0.9998207068924773
ENSTGUG00000007977		30	71	40	24	68	35	43.576659142952494	-0.11098839615292336	0.5164333836368644	-0.21491328730786702	0.8298349251677732	0.9998207068924773
ENSTGUG00000007979		0	1	3	0	2	0	0.9595994726880538	-0.9906335383255755	3.0090891998342504	-0.3292137495891257	0.7419941310107607	0.9998207068924773
ENSTGUG00000007980	CUL3	1723	1852	1846	1483	1960	1833	1768.7676769495918	-0.0023475811427264566	0.12307131670035396	-0.019074965683857876	0.9847813022867422	0.9998207068924773
ENSTGUG00000007981		63	49	59	59	57	99	64.0988073151441	0.3586316902873501	0.37729952253390164	0.9505225129330128	0.34184682022761675	0.9998207068924773
ENSTGUG00000007982		228	192	205	155	190	185	191.5433140261677	-0.2050704793015891	0.22186182860111797	-0.9243161863155929	0.35532171778757776	0.9998207068924773
ENSTGUG00000007983	PPP1R3D	43	207	125	32	128	122	105.52084037559395	-0.37346498619133567	0.5627119474631667	-0.6636876787048874	0.5068902269851362	0.9998207068924773
ENSTGUG00000007984	PHACTR3	2697	3308	2772	2655	3091	2694	2850.2445480621623	-0.00855888131838464	0.12916063956000953	-0.06626539902203012	0.9471665302336271	0.9998207068924773
ENSTGUG00000007985		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000007986	ULK1	199	281	181	213	301	247	234.7087830237443	0.24754625563290114	0.2322093457823502	1.0660477716729206	0.28640204741982245	0.9998207068924773
ENSTGUG00000007987	KBTBD12	4	6	21	1	5	17	8.738174145669607	-0.4315794938617956	1.1451628856411464	-0.3768717090583718	0.706268946776679	0.9998207068924773
ENSTGUG00000007988	RNF141	263	340	163	256	340	201	258.91970920014774	0.10738319920436427	0.31384079916199115	0.3421581881358188	0.7322318492731528	0.9998207068924773
ENSTGUG00000007989	FRYL	687	762	901	628	826	1029	797.3733263026343	0.11160423777459579	0.19067000171469298	0.5853266731574985	0.5583280831577087	0.9998207068924773
ENSTGUG00000007990		0	0	0	0	1	0	0.15958901588301302	1.0060978560677527	4.080472856796901	0.246564035928307	0.8052456404796711	0.9998207068924773
ENSTGUG00000007991	MGLL	944	1068	882	905	1320	1081	1025.1060225662952	0.22823242446346398	0.15875444583897289	1.4376443019111647	0.15053500407760026	0.9998207068924773
ENSTGUG00000007992	VSTM2A	3921	3197	3092	3605	3743	3690	3540.4448062682463	0.1499716378203399	0.17223543273534714	0.8707362674368099	0.3838981711297467	0.9998207068924773
ENSTGUG00000007993	AKR1A1	519	681	528	428	617	513	541.6012541422369	-0.10823802102707816	0.17531644196943655	-0.6173865942701919	0.5369797621685272	0.9998207068924773
ENSTGUG00000007994		1902	1289	1784	1822	1257	1822	1653.044634386862	0.022375629569877886	0.25001000873576945	0.0894989351947355	0.9286853997805391	0.9998207068924773
ENSTGUG00000007995		0	2	0	0	0	0	0.3067621769587869	-1.7350246180944577	4.045075710689041	-0.4289226561346395	0.667979511824617	0.9998207068924773
ENSTGUG00000007996		96	142	140	80	124	110	113.66522579270637	-0.22683156310913108	0.27719837213187515	-0.8183004877143275	0.41318562769632877	0.9998207068924773
ENSTGUG00000007997	MYO19	294	430	353	274	386	348	343.25212043161525	-0.05173506205172758	0.1913785426652394	-0.2703284356293949	0.7869075909648531	0.9998207068924773
ENSTGUG00000007998	RNF157	104	180	157	146	166	182	154.22317712217642	0.21640178531749363	0.25544306976202025	0.8471624832848319	0.39690456164321475	0.9998207068924773
ENSTGUG00000007999	FHOD3	445	493	400	416	505	392	439.53402553132696	0.017573729064170866	0.18544233069226496	0.09476654547301745	0.9245002600903093	0.9998207068924773
ENSTGUG00000008000	TCF25	941	1058	868	793	831	791	875.343078409288	-0.19958687733145894	0.15064100530012947	-1.3249173220386588	0.18519857491473096	0.9998207068924773
ENSTGUG00000008001	AMPD3	86	163	94	81	101	77	98.89719407054585	-0.34581724019030446	0.32924747430189844	-1.0503261746306143	0.2935681749868663	0.9998207068924773
ENSTGUG00000008002	ABTB1	589	836	489	526	752	518	611.9449632536255	-0.044421423977587575	0.2328130264743441	-0.19080300037456366	0.8486799379140005	0.9998207068924773
ENSTGUG00000008003		107	117	134	77	127	121	112.46204499283586	-0.10971503501316542	0.2762415194435216	-0.397170690467466	0.6912415940785849	0.9998207068924773
ENSTGUG00000008004	EDN3	67	37	78	28	44	52	50.64545223891407	-0.541346966713709	0.45312844095983956	-1.1946876818568273	0.232209076980349	0.9998207068924773
ENSTGUG00000008005		0	0	3	3	3	6	2.4876861915055395	2.0364832106478405	1.871236425101256	1.0883088760617956	0.27645877340423003	0.9998207068924773
ENSTGUG00000008006	ABHD17C	498	749	567	524	709	480	582.017824513348	-0.030792464016265095	0.20939100645265613	-0.1470572425145077	0.883086838408774	0.9998207068924773
ENSTGUG00000008007		0	3	7	4	3	4	3.4635658921356915	0.21663761712006063	1.472562166275511	0.14711610964988525	0.883040374569326	0.9998207068924773
ENSTGUG00000008008		48	14	37	27	37	49	35.35263164230418	0.18985130931721494	0.5733909597972324	0.3311027250662477	0.7405668933211895	0.9998207068924773
ENSTGUG00000008009	CAPN11	541	762	680	602	646	551	625.7748102428584	-0.08444727503613457	0.1749552466868779	-0.4826792944785024	0.629323467175142	0.9998207068924773
ENSTGUG00000008010		1682	1000	1420	1636	1049	1500	1391.5934969072719	0.07299665095916806	0.2787754217668971	0.261847513301246	0.7934390063211414	0.9998207068924773
ENSTGUG00000008011		201	89	60	142	131	124	125.86211890080314	0.2022229909546807	0.45596591847689966	0.44350461900789145	0.6574007789833303	0.9998207068924773
ENSTGUG00000008012	UBR3	1278	1472	1434	1214	1297	1401	1340.4557560153262	-0.05166378832352815	0.12296094213948466	-0.42016421982942914	0.6743654910865464	0.9998207068924773
ENSTGUG00000008013		83	57	86	78	71	99	78.99220918500863	0.1676297618207619	0.34607414527502744	0.4843752823186066	0.6281195571624456	0.9998207068924773
ENSTGUG00000008014	PRELID3B	438	512	676	380	548	646	526.8679669135037	-0.015509695645165246	0.22568818603321508	-0.068721787869227	0.9452110749897044	0.9998207068924773
ENSTGUG00000008015	ARNT2	523	458	649	429	635	423	516.3792524948501	-0.09929478029934975	0.230502873397675	-0.43077458790737705	0.6666322787596184	0.9998207068924773
ENSTGUG00000008016	PIGW	109	115	134	56	122	165	114.83438854090802	-0.04936229098631024	0.3669246305439267	-0.13452978316864664	0.8929836615811854	0.9998207068924773
ENSTGUG00000008017	RPRD1A	420	506	590	422	482	444	473.78258696644446	-0.12222277452691019	0.1785555591003399	-0.6845083689510147	0.4936542065312589	0.9998207068924773
ENSTGUG00000008018	GGNBP2	2398	2213	2321	2020	2156	2134	2199.18242874087	-0.09497214085934723	0.13937738604804345	-0.6814027982029329	0.49561665278303024	0.9998207068924773
ENSTGUG00000008019	FOXJ1	11	4	11	3	6	34	11.289885714658048	0.6973482765018569	1.0365073313960826	0.6727866319696854	0.501083043568644	0.9998207068924773
ENSTGUG00000008020	ADM	55	24	59	43	41	57	46.592152845221015	0.05406956245418106	0.48165141335460976	0.11225870194711342	0.9106182858349043	0.9998207068924773
ENSTGUG00000008021	EXOC7	2727	3179	3249	2514	2929	3084	2923.4433239585087	-0.06010717939049211	0.11568196086148934	-0.519589907906738	0.6033494336122869	0.9998207068924773
ENSTGUG00000008022	PODXL2	369	641	532	409	709	663	545.0398027836313	0.24713526866798988	0.23231920505422435	1.0637745967248269	0.2874308219022265	0.9998207068924773
ENSTGUG00000008023	CARD11	7	16	11	20	43	24	19.90902371323186	1.398604813448177	0.6257213280346278	2.235188015471925	0.0254050079514517	0.9998207068924773
ENSTGUG00000008024	MC1R	0	1	3	2	4	4	2.293363365396657	1.362517951889915	1.6971520293728568	0.8028261041489618	0.42207525193196976	0.9998207068924773
ENSTGUG00000008025		1050	1104	808	958	1227	853	995.6854890362831	0.0790234517062002	0.20369947422195603	0.38794136316765493	0.698059427163871	0.9998207068924773
ENSTGUG00000008026		136	125	142	95	146	124	126.93730381884782	-0.11338386893964643	0.25809963918651246	-0.43930270223164086	0.6604422164535224	0.9998207068924773
ENSTGUG00000008027		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000008028		386	379	296	315	360	334	343.5390227151031	-0.032466772824353396	0.19868792541184987	-0.16340586755362566	0.870198883338575	0.9998207068924773
ENSTGUG00000008029	TMTC3	678	783	881	733	887	947	811.9845818534563	0.17268603350459721	0.1524151463534709	1.1329978524845257	0.25721515514944826	0.9998207068924773
ENSTGUG00000008030	GAS8	418	363	303	349	216	265	320.134802892188	-0.32588987273998987	0.2851198253995767	-1.1429926778443997	0.2530416311670071	0.9998207068924773
ENSTGUG00000008031	MCM2	183	126	184	181	156	177	168.2872440627672	0.10068534812134966	0.2816006433163783	0.35754658418244334	0.7206826585859378	0.9998207068924773
ENSTGUG00000008032		835	626	854	669	578	751	718.3128619336032	-0.17361371865513417	0.21890268390269269	-0.793109136717161	0.4277142400280999	0.9998207068924773
ENSTGUG00000008033		2149	2305	1932	1973	2412	2147	2140.733527069948	0.07337799002908818	0.13483831859862036	0.544192413489788	0.5863090718797825	0.9998207068924773
ENSTGUG00000008034	CDH1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000008035	TUBB1	141	113	99	139	89	115	116.67203664919266	0.011629043658155149	0.3344950557377229	0.0347659657704282	0.9722663595970559	0.9998207068924773
ENSTGUG00000008036	C18orf21	1011	665	906	892	797	893	862.8938139164725	0.03681831847254094	0.22860679857640268	0.16105522102500328	0.8720499081860529	0.9998207068924773
ENSTGUG00000008037		301	295	351	285	275	329	304.7418490711307	-0.047935170320236774	0.19750587320252364	-0.24270250571781113	0.8082358662025111	0.9998207068924773
ENSTGUG00000008038	MYO3B	180	115	146	140	96	135	135.94108811955513	-0.20713646641286051	0.32837972666015214	-0.6307833571809714	0.5281821867987253	0.9998207068924773
ENSTGUG00000008039	KITLG	216	159	200	109	162	157	166.02164949422476	-0.404243933412051	0.26393825203824567	-1.5315852487856687	0.12562481494082714	0.9998207068924773
ENSTGUG00000008040		231	241	238	227	287	187	234.19302923046828	0.02627428424389534	0.23336112899769046	0.11259066304978055	0.9103550877851658	0.9998207068924773
ENSTGUG00000008041	DHRS11	50	44	34	50	47	36	43.62664719298697	0.1041348639464777	0.42175985207340344	0.24690558723060718	0.804981292192503	0.9998207068924773
ENSTGUG00000008042	GALNT1	1432	1691	1787	1370	1635	1557	1566.3800100299327	-0.062096799065507954	0.12835193522499375	-0.4838010346837058	0.6285270806980947	0.9998207068924773
ENSTGUG00000008043		7	0	0	0	3	6	2.664882402474507	0.25143702872322465	2.294128372314224	0.10960024371678256	0.9127264173654523	0.9998207068924773
ENSTGUG00000008044		726	896	774	682	986	824	806.9059002184823	0.09578337384126036	0.15493053503996876	0.6182343191195351	0.536420890506615	0.9998207068924773
ENSTGUG00000008045	TPRA1	150	289	330	150	328	286	250.3409768441819	0.024166128950371228	0.331660547932838	0.07286404458110261	0.9419143061268949	0.9998207068924773
ENSTGUG00000008046	FAH	58	111	60	43	118	62	73.71305947862805	-0.003404288557600547	0.4400787101662577	-0.00773563564643797	0.9938279173060709	0.9998207068924773
ENSTGUG00000008047	NELFCD	573	705	859	521	803	781	698.4680147569954	0.012001077446135423	0.19995092341585038	0.06002011514183425	0.9521396140035725	0.9998207068924773
ENSTGUG00000008048	MRM1	1257	1169	1093	1267	998	1075	1144.8944304147456	-0.021665662808765637	0.1987215477105449	-0.1090252318300356	0.913182477515863	0.9998207068924773
ENSTGUG00000008049	GNA12	45	103	79	62	75	72	71.58578955802672	-0.05957791902504584	0.3641379808525811	-0.1636135809990268	0.8700353526951812	0.9998207068924773
ENSTGUG00000008050	ZNF488	132	123	203	119	185	190	157.1171152507526	0.13565537042033327	0.2955290223041924	0.4590255446407601	0.6462158223112968	0.9998207068924773
ENSTGUG00000008051	TANGO6	392	426	237	472	326	326	364.84221756485164	0.15767576422832183	0.3025356055984982	0.5211808504866594	0.6022407928159945	0.9998207068924773
ENSTGUG00000008052	LHX1	3	0	5	0	0	1	1.4968412174284795	-2.8813942563403616	2.6208766420623615	-1.0994009447438164	0.2715932188774847	0.9998207068924773
ENSTGUG00000008053	DUSP6	1774	1369	484	1509	1279	573	1176.7710899361132	-0.05174845211956937	0.6892084826814582	-0.07508388741565551	0.9401479676135619	0.9998207068924773
ENSTGUG00000008054	RBP3	10	7	42	10	24	26	19.506284983006683	0.03657869247436612	0.8110102221776962	0.045102628147085856	0.9640255065977178	0.9998207068924773
ENSTGUG00000008055	AMZ1	63	106	47	99	69	57	73.55137258612707	0.14184057811164924	0.4300877291271124	0.3297945244788146	0.7415552249633175	0.9998207068924773
ENSTGUG00000008056		152	111	69	166	130	106	123.56459594511037	0.3261991094989844	0.388771674676748	0.8390506066837539	0.40144091183512665	0.9998207068924773
ENSTGUG00000008057		47	30	58	32	38	53	42.775692615933664	-0.11141308606625587	0.4517973172254653	-0.24659970703335585	0.805218031299942	0.9998207068924773
ENSTGUG00000008058		787	890	584	669	693	637	706.6597386710177	-0.128503113389891	0.20046945450739534	-0.6410109395750888	0.5215155754539911	0.9998207068924773
ENSTGUG00000008059		52	70	71	32	72	83	62.12933377594345	-0.023869680968095885	0.40342473032438864	-0.059167619567849945	0.9528186002827824	0.9998207068924773
ENSTGUG00000008060		2341	3024	3507	2140	2760	3476	2839.9921089408426	-0.04614828322056204	0.18888718518803255	-0.24431664421608357	0.8069855937801901	0.9998207068924773
ENSTGUG00000008061	IPP	253	248	317	229	277	263	262.8968307238816	-0.050372546940531726	0.20296685179887378	-0.24818115122782444	0.8039942493607086	0.9998207068924773
ENSTGUG00000008062	GDF2	10	13	9	10	5	13	9.953869531660958	-0.1361807401966733	0.7985866411137205	-0.17052719540456335	0.8645955487327575	0.9998207068924773
ENSTGUG00000008063	POC1B	66	72	67	53	61	58	62.397975161724375	-0.21035296173823198	0.3156227077582789	-0.6664696695376296	0.5051109440380535	0.9998207068924773
ENSTGUG00000008064		16	29	10	29	33	34	25.003104197159054	0.8591470435854003	0.5605802827830947	1.5326030364821626	0.12537369288470446	0.9998207068924773
ENSTGUG00000008065		207	302	201	218	238	219	228.96977075032453	-0.018806429042566866	0.22453110535993293	-0.08375868017226103	0.9332483009742341	0.9998207068924773
ENSTGUG00000008066	GDF10	221	237	180	215	226	182	209.63585721710936	0.01498681256121374	0.23580147601024684	0.06355690733913168	0.9493230452910969	0.9998207068924773
